City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,proletarsk,46.7031,41.7192,293.23,52,9,2.95,RU,1712587105
364,zhezqazghan,47.7833,67.7667,283.47,57,40,8.0,KZ,1712587105
365,tabas,33.5959,56.9244,305.27,13,1,1.03,IR,1712587106
366,ulanhot,46.0833,122.0833,274.41,27,0,2.24,CN,1712587106
367,neyriz,29.1988,54.3278,294.39,34,94,2.53,IR,1712587106
368,kapuskasing,49.4169,-82.4331,280.2,53,75,1.54,CA,1712586952
369,ortona,42.3496,14.4039,298.92,57,100,2.55,IT,1712587107
370,balykchy,42.4557,76.1861,284.15,50,100,1.21,KG,1712587108
371,queenstown,-31.8976,26.8753,289.18,88,100,1.0,ZA,1712587108
372,huarmey,-10.0681,-78.1522,297.37,78,58,2.97,PE,1712586938
373,iho,5.5667,7.1,304.49,58,99,3.67,NG,1712587109
374,piton saint-leu,-21.2196,55.3151,298.21,78,40,4.12,RE,1712587110
375,martapura,-3.4167,114.85,298.63,95,100,0.86,ID,1712587110
376,siwa oasis,29.2041,25.5195,299.71,25,3,6.72,EG,1712587110
377,powell river,49.8496,-124.5361,281.15,93,100,6.17,CA,1712587111
378,west bay,19.3667,-81.4167,302.04,75,40,7.2,KY,1712587111
379,conduaga,8.862,117.4893,298.29,87,100,2.09,PH,1712587112
380,berezovyy,51.6667,135.7,268.18,86,82,2.04,RU,1712587113
381,daru,-9.0763,143.2092,300.85,83,99,2.39,PG,1712587113
382,taro,-8.3862,115.28,297.15,100,98,0.78,ID,1712587113
383,saint-leu,-21.15,55.2833,299.63,84,14,3.73,RE,1712587114
384,zapatoca,6.8153,-73.2677,293.57,63,100,0.45,CO,1712587114
385,naze,28.3667,129.4833,292.66,93,93,4.34,JP,1712587115
386,tan-tan,28.438,-11.1032,294.12,60,40,13.38,MA,1712587115
387,mar del plata,-38.0023,-57.5575,298.2,77,0,4.63,AR,1712587097
388,kruisfontein,-34.0033,24.7314,293.64,83,44,5.12,ZA,1712587116
389,wai,17.9333,73.9,300.18,35,3,2.55,IN,1712587117
390,guelma,36.4621,7.4261,305.5,23,98,1.33,DZ,1712587117
391,posse,-14.0931,-46.3694,302.16,48,1,2.13,BR,1712587117
392,williams lake,52.1415,-122.1445,277.07,63,100,7.2,CA,1712587063
393,keflavik,64.0049,-22.5624,278.1,60,75,11.83,IS,1712587118
394,kotido,2.9806,34.1331,299.86,54,77,3.29,UG,1712587119
395,pokachi,61.7198,75.3683,272.88,99,100,3.07,RU,1712587119
396,ulsteinvik,62.3432,5.8487,285.65,65,60,5.0,NO,1712587120
397,lucapa,-8.4192,20.7447,298.72,81,37,1.5,AO,1712587121
398,eirunepe,-6.6603,-69.8736,302.3,77,99,1.31,BR,1712587055
399,guerrero negro,27.9769,-114.0611,287.95,59,83,8.75,MX,1712587101
400,bazarnyy karabulak,52.2683,46.4144,287.7,68,100,4.22,RU,1712587123
401,namtsy,62.7161,129.6658,262.84,97,98,1.47,RU,1712587124
402,port blair,11.6667,92.75,303.17,70,20,1.03,IN,1712587124
403,cooma,-36.2333,149.1333,284.72,77,70,0.65,AU,1712587125
404,orkney,-26.9802,26.6727,290.49,86,97,7.79,ZA,1712587125
405,hong kong,22.2855,114.1577,297.22,90,59,2.68,HK,1712587022
406,ozery,54.86,38.5506,290.66,56,62,6.71,RU,1712587126
407,villa canas,-34.0057,-61.6076,299.22,10,4,5.57,AR,1712587127
408,newman,37.3138,-121.0208,282.05,88,6,1.46,US,1712586852
409,tindouf,27.6711,-8.1474,305.4,15,0,2.06,DZ,1712587128
410,georgetown,5.4112,100.3354,300.11,89,20,1.54,MY,1712586608
411,bowen,-20.0167,148.2333,297.9,83,41,1.57,AU,1712587130
412,aripuana,-9.1667,-60.6333,304.81,58,100,1.13,BR,1712587130
413,kununurra,-15.7667,128.7333,295.14,88,100,0.0,AU,1712587131
414,smara,26.7384,-11.6719,298.97,24,0,12.57,EH,1712587131
415,ongjin,37.9347,125.3619,284.63,53,1,3.7,KP,1712587132
416,cururupu,-1.8283,-44.8683,302.47,76,79,1.62,BR,1712587132
417,afega,-13.7973,-171.8531,300.15,89,75,2.06,WS,1712587133
418,kristiansund,63.1115,7.732,288.18,62,0,4.63,NO,1712587133
419,reggane,26.7158,0.1714,313.68,4,18,5.01,DZ,1712587133
420,belokurikha,51.9959,84.9896,284.99,68,98,2.18,RU,1712587134
421,aioun,16.6614,-9.6149,314.7,9,0,6.67,MR,1712587135
422,oranjemund,-28.55,16.4333,289.91,78,55,4.17,NA,1712587135
423,lionel town,17.8101,-77.2406,304.76,53,10,3.06,JM,1712587136
424,santiago,-33.4569,-70.6483,294.66,42,0,1.03,CL,1712586472
425,motueka,-41.1333,173.0167,282.7,91,9,1.45,NZ,1712587137
426,balasore,21.4942,86.9317,303.41,34,100,1.1,IN,1712587137
427,lazaro cardenas,17.9583,-102.2,299.26,58,0,1.18,MX,1712587121
428,antigonish,45.6169,-61.9986,278.79,69,74,4.02,CA,1712587138
429,fort bragg,35.139,-79.006,293.61,58,0,3.6,US,1712586950
430,fiche,9.8,38.7333,291.48,49,89,1.69,ET,1712587140
431,al jawf,29.5,38.75,298.14,15,0,0.35,SA,1712587141
432,kangding,30.0513,101.9603,279.23,99,100,2.35,CN,1712587142
433,shirvan,39.9509,48.8994,287.02,74,96,2.72,AZ,1712587142
434,gibara,21.1097,-76.1317,300.77,65,97,7.38,CU,1712587143
435,nemuro,43.3236,145.575,278.16,100,100,6.08,JP,1712587143
436,hilo,19.7297,-155.09,294.31,96,100,2.57,US,1712586869
437,calvinia,-31.4707,19.776,289.04,47,100,3.9,ZA,1712587145
438,brak,27.5496,14.2714,304.33,6,0,3.95,LY,1712587145
439,the pas,53.8251,-101.2541,276.16,65,0,2.57,CA,1712587145
440,saint-philippe,-21.3585,55.7679,299.92,87,63,2.36,RE,1712587146
441,palatka,29.6486,-81.6376,296.51,62,100,1.79,US,1712586911
442,glace bay,46.1969,-59.957,278.59,77,75,6.69,CA,1712586922
443,morant bay,17.8815,-76.4093,302.94,68,52,5.89,JM,1712587148
444,palmer,42.1584,-72.3287,288.41,46,29,0.89,US,1712587148
445,saint-pol-sur-ternoise,50.3811,2.3341,292.69,86,69,2.68,FR,1712587149
446,westport,41.1415,-73.3579,288.55,43,0,4.12,US,1712586963
447,zaozersk,69.4005,32.4476,269.81,95,100,7.44,RU,1712587150
448,nelson bay,-32.7167,152.15,292.59,92,2,1.34,AU,1712587150
449,znamenskoye,57.1281,73.8282,273.94,99,100,1.5,RU,1712587150
450,hamilton,39.1834,-84.5333,294.06,61,0,3.13,US,1712586951
451,lourdes,43.1,-0.05,296.86,53,0,2.57,FR,1712587151
452,sumbe,-11.2061,13.8437,301.39,81,94,4.1,AO,1712587152
453,beya,53.0533,90.9139,277.29,87,8,0.53,RU,1712587152
454,qui nhon,13.7667,109.2333,297.57,94,2,2.07,VN,1712587153
455,issoudun,47.0,1.8333,295.98,46,99,7.2,FR,1712587153
456,lenino,45.2986,35.7771,287.25,55,0,5.86,UA,1712587154
457,carutapera,-1.195,-46.02,300.78,88,47,2.9,BR,1712587154
458,sao vicente,-23.9631,-46.3919,303.86,74,100,1.54,BR,1712586664
459,warmbad,-28.45,18.7333,289.77,58,84,6.99,NA,1712587155
460,kuanda,56.3161,116.0806,268.0,88,100,0.88,RU,1712587155
461,mejit,10.2753,170.8646,299.87,84,98,10.74,MH,1712587156
462,lagoa,39.05,-27.9833,288.47,93,99,8.65,PT,1712587156
463,karatau,43.1667,70.4667,288.28,52,100,2.99,KZ,1712587156
464,yacimiento rio turbio,-51.5732,-72.3508,271.81,87,40,4.12,AR,1712587157
465,rabo de peixe,37.8,-25.5833,290.92,99,75,5.66,PT,1712587157
466,severnoye,56.3491,78.3619,273.7,71,100,4.47,RU,1712587158
467,auki,-8.7676,160.7034,298.7,91,100,1.39,SB,1712587158
468,ulladulla,-35.35,150.4667,288.58,85,89,2.28,AU,1712586979
469,lethem,3.3803,-59.7968,308.34,37,33,5.07,GY,1712587159
470,kodinsk,58.6881,99.1844,265.06,96,21,0.94,RU,1712587159
471,alofi,-19.0595,-169.9187,298.09,94,75,6.17,NU,1712587160
472,arys,42.4252,68.795,289.83,45,42,1.11,KZ,1712587160
473,al jubayl,27.0112,49.6583,299.02,56,100,7.07,SA,1712586887
474,pangody,65.85,74.4859,263.45,94,86,3.96,RU,1712587161
475,griffith,41.5284,-87.4237,289.32,72,100,4.12,US,1712587162
476,roma,43.2128,-75.4557,286.69,40,100,0.45,US,1712587162
477,basco,20.4487,121.9702,300.31,77,0,3.27,PH,1712587163
478,pirenopolis,-15.8525,-48.9592,300.42,61,89,2.69,BR,1712587163
479,elverum,60.8819,11.5623,281.02,92,100,2.46,NO,1712587163
480,esil,51.9556,66.4042,281.15,90,89,3.83,KZ,1712587164
481,kish,26.5578,54.0194,300.3,57,0,3.09,IR,1712587164
482,barra de santo antonio,-9.4047,-35.5072,303.75,71,32,4.07,BR,1712587165
483,mount isa,-20.7333,139.5,294.02,43,0,3.09,AU,1712587166
484,ts'khinvali,42.2276,43.9686,280.68,83,100,4.06,GE,1712587167
485,la'ie,21.6477,-157.9253,297.13,78,2,3.58,US,1712587168
486,inirida,3.8653,-67.9239,305.43,55,84,1.08,CO,1712587168
487,mollendo,-17.0231,-72.0147,294.47,85,97,3.38,PE,1712587168
488,gonzalez,30.5816,-87.2914,294.74,76,100,6.17,US,1712586991
489,kavakli,41.0926,28.3317,291.71,74,0,7.08,TR,1712587169
490,sao joaquim,-28.2939,-49.9317,293.38,75,94,2.28,BR,1712587102
491,vadso,70.0744,29.7487,270.64,86,75,7.72,NO,1712587170
492,kingston,17.997,-76.7936,304.35,64,20,2.06,JM,1712587171
493,gunjur,13.2019,-16.7339,305.19,40,0,6.17,GM,1712587171
494,sao gabriel da cachoeira,-0.1303,-67.0892,303.04,74,20,1.03,BR,1712587172
495,bel ombre,-4.6167,55.4167,301.06,89,40,1.54,SC,1712587172
496,deir ez-zor,35.3359,40.1408,299.35,21,100,3.07,SY,1712587173
497,faya-largeau,17.9257,19.1043,309.66,6,72,5.74,TD,1712587173
498,tsiombe,-25.3,45.4833,295.05,66,100,5.87,MG,1712587174
499,vilcun,-38.65,-72.2333,286.56,68,100,1.74,CL,1712587174
500,kapit,2.0167,112.9333,297.31,99,99,0.16,MY,1712587174
501,tororo,0.693,34.1809,295.23,84,100,1.9,UG,1712587175
502,santo domingo de la calzada,42.4285,-2.9555,285.48,74,76,5.81,ES,1712587175
503,singapur,1.2897,103.8501,301.12,81,75,1.54,SG,1712587055
504,itoman,26.1247,127.6694,295.58,94,20,4.63,JP,1712587176
505,kolonia,50.9333,6.95,297.83,60,0,2.57,DE,1712586945
506,chawang,8.4261,99.5047,299.18,85,21,1.8,TH,1712587177
507,santa helena de goias,-17.8136,-50.5969,301.86,58,96,5.14,BR,1712587141
508,moose jaw,50.4001,-105.5344,277.3,87,75,5.14,CA,1712587003
509,kirensk,57.7853,108.1119,268.13,88,100,4.02,RU,1712587178
510,kohlu,29.8962,69.252,298.33,10,100,3.76,PK,1712587178
511,santa maria del oro,25.9333,-105.3667,287.82,25,100,1.38,MX,1712587179
512,visby,57.6409,18.296,287.27,58,20,7.2,SE,1712587179
513,dyurtyuli,55.4911,54.8688,275.97,94,100,4.9,RU,1712587180
514,fosses-la-ville,50.3952,4.6962,294.75,56,75,5.66,BE,1712587180
515,vuktyl,63.8567,57.3094,268.77,76,95,2.68,RU,1712587180
516,tamanrasset,22.785,5.5228,304.1,8,0,7.2,DZ,1712587181
517,tchintabaraden,15.8969,5.7985,314.08,7,62,4.38,NE,1712587181
518,nueva guinea,11.6876,-84.4562,302.17,65,84,6.34,NI,1712587182
519,coquimbo,-29.9533,-71.3436,288.0,88,100,1.03,CL,1712587136
520,verkhniye kigi,55.4083,58.6044,276.29,76,95,5.51,RU,1712587182
521,chegdomyn,51.1167,133.0167,262.82,95,100,1.7,RU,1712587183
522,rio gallegos,-51.6226,-69.2181,277.18,60,20,9.77,AR,1712587034
523,las lomitas,-24.7096,-60.593,300.75,66,83,2.1,AR,1712587184
524,bobrov,51.0961,40.0333,291.62,53,45,2.62,RU,1712587185
525,broken hill,-31.95,141.4333,288.29,63,2,8.25,AU,1712586936
526,sona,45.4388,10.8255,299.44,58,0,3.6,IT,1712587185
527,portage la prairie,49.9728,-98.2926,279.78,70,100,2.72,CA,1712587186
528,timimoun,29.2639,0.231,311.36,5,95,10.8,DZ,1712587186
529,varena,54.2167,24.5667,293.58,67,100,1.66,LT,1712587187
530,ngurore,9.2833,12.2333,314.63,18,61,4.13,NG,1712587187
531,jucas,-6.5253,-39.5275,303.5,64,80,2.35,BR,1712587188
532,morondava,-20.2833,44.2833,301.86,73,9,3.52,MG,1712587188
533,benghazi,32.1167,20.0667,292.22,54,0,10.17,LY,1712587188
534,yuzhno-kurilsk,44.0306,145.8556,279.47,97,100,3.84,RU,1712587189
535,puerto colombia,10.9878,-74.9547,304.2,69,100,5.39,CO,1712587189
536,qarazhal,48.0078,70.7903,282.93,80,6,5.33,KZ,1712587190
537,calheta,32.7167,-17.1833,294.5,64,0,2.68,PT,1712587190
538,rongelap,11.1635,166.8941,300.19,80,74,9.39,MH,1712587000
539,antsiranana,-12.2787,49.2917,301.57,74,20,5.14,MG,1712587191
540,salistea de sus,47.65,24.35,292.72,50,88,0.88,RO,1712587191
541,katsuura,35.1333,140.3,290.98,98,99,3.71,JP,1712587192
542,shahgarh,24.3167,79.1333,301.91,28,24,6.2,IN,1712587192
543,ixtapa,20.7,-105.2,292.72,88,40,2.57,MX,1712587007
544,khash,28.2211,61.2158,298.42,11,100,6.66,IR,1712587193
545,ujae,8.9322,165.7642,300.65,81,100,10.15,MH,1712587193
546,verkhnevilyuysk,63.4453,120.3167,265.42,96,100,2.36,RU,1712587193
547,sebastopol,44.6,33.5333,290.21,51,0,5.16,UA,1712586962
548,port isabel,26.0734,-97.2086,297.19,97,100,7.2,US,1712587194
549,santo antonio do ica,-3.1022,-67.9397,304.88,59,52,1.45,BR,1712587195
550,gwadar,25.1216,62.3254,299.79,62,20,4.85,PK,1712587195
551,okhotsk,59.3833,143.3,271.69,97,100,2.54,RU,1712587196
552,odessa,46.4775,30.7326,290.11,44,1,0.97,UA,1712586926
553,adrar,20.5022,-10.0711,305.68,18,0,6.12,MR,1712587196
554,galesong,-5.3166,119.3661,299.16,83,77,0.95,ID,1712587197
555,areia branca,-4.9561,-37.1369,305.26,60,99,2.13,BR,1712586995
556,lu-uk,5.9684,121.3122,299.38,85,9,1.35,PH,1712587198
557,markovo,57.3206,107.0881,266.48,92,99,3.6,RU,1712587198
558,woodward,36.4337,-99.3904,283.69,57,0,5.66,US,1712587192
559,jaguaruna,-28.615,-49.0256,301.06,67,0,2.93,BR,1712587142
560,hobyo,5.3505,48.5268,302.43,73,65,6.24,SO,1712587199
561,vila franca do campo,37.7167,-25.4333,291.42,99,98,3.77,PT,1712587200
562,xining,36.6167,101.7667,279.79,55,67,5.0,CN,1712587200
563,bismarck,46.8083,-100.7837,275.18,95,100,5.66,US,1712587152
564,porto novo,6.4965,2.6036,304.05,61,53,5.57,BJ,1712587201
565,shubarshi,48.5872,57.1869,282.79,60,86,5.56,KZ,1712587201
566,tolanaro,-25.0319,46.9987,295.19,94,75,4.12,MG,1712587202
567,los palacios y villafranca,37.1618,-5.9243,293.12,76,93,7.06,ES,1712587202
568,miranda do douro,41.4969,-6.2731,281.21,82,81,10.43,PT,1712587203
569,key west,24.5557,-81.7826,299.82,51,0,5.66,US,1712587153
570,christchurch,-43.5333,172.6333,283.12,91,20,0.89,NZ,1712587139
571,warrnambool,-38.3833,142.4833,285.8,66,55,7.29,AU,1712587205
572,polyarnyy,69.1989,33.4478,269.68,91,100,8.06,RU,1712587148
573,portovelo,-3.7167,-79.6167,296.38,76,67,1.76,EC,1712587205
574,puerto san jose,13.9256,-90.8244,303.58,60,7,1.91,GT,1712587206
575,iquique,-20.2208,-70.1431,296.17,74,100,2.88,CL,1712587206
576,badiyah,22.45,58.8,306.31,17,13,4.83,OM,1712587207
577,jurilovca,44.7667,28.8667,296.2,58,0,2.73,RO,1712587207
578,jeddah,21.5169,39.2192,303.07,32,75,7.2,SA,1712587202
579,vila velha,-20.3297,-40.2925,303.13,81,40,3.6,BR,1712586784
